,Unnamed: 0,source,cos_sim,target,output
30,14625,"Она увидала его прежде, чем он ее, и она поняла, что он думал о ней.",0.7555064880299976,"Она увидала его раньше, чем он её, и она поняла, что он думал о ней. ","Она увидела его перед тем, как он её увидел."
31,14078,"Он изучал жидкое, твердое и газообразное состояния тел. ",0.8904405113917818,"Он изучал жидкое, твёрдое и газообразное состояние тел. ","Он изучал состояние жидкости, твердости и газообразности тел."
32,17591,Дона Анна О боже! ,0.7047682273381434,О боже! ,"О боже, дона Анна!"
33,11460,Ей-богу! ,0.3145260181992554,Видеть её не могу! ,Ей Богу!
34,20846,"Всё тяжелое, что было в его отношениях к Анне, вся неопределенность, оставшаяся после их разговора, всё выскочило из его головы; он с наслаждением и волнением думал теперь о скачке, о том, что он всё-таки поспеет, и изредка ожидание счастья свидания нынешней ночи вспыхивало ярким светом в его воображении.",0.3987417930247316,"Всё тяжёлое, что было в его отношениях с Анной, всё забыл Вронский; он с волнением думал теперь о скачках. ","Всё тяжёлое, которое было в отношениях с Анной, всё стало выскочить из головы."
35,85,"Я должен наконец говорить, высказать, что у меня накипело тут, в сердце... ",0.8451669158535124,"Я должен наконец говорить, высказать, что у меня наболело тут в сердце...","Я должна наконец рассказать, высказать что у меня в сердце накипело..."
36,11381,"Вот Андрей наш, братец… Все надежды пропали. ",0.556403046617807,Все надежды пропали. ,Всё надежды исчезли.
37,21711,— спросил Павел Иваныч,0.3734802964770759,"А Павел Иванович сказал, что не понимает Сергея",— спросил Петр Иваныч
38,7877,"Не выйди я за Урбенина, я могла бы выйти теперь за графа!» ",0.6867116463513323,"Если бы я не вышла замуж за Урбенина, я могла бы теперь выйти замуж за графа!» ",Я могла бы теперь выйти за графа!
39,12857,"– сказала она, совершенно забыв и не слыхав, что он сказал: «для тебя и для детей».",0.7891256418757401,"— ска зала она, забыв или не услышав, что он сказал: «для тебя и для детей». ","— сказала она. — Для тебя, для детей."
40,2101,- Павлищев… Павлищев перешел в католицизм? ,0.607489851760051,Князь был вне себя. — Павлищев... перешёл в католицизм? ,— Павлищев...
41,2774,"Варя промолчала, потому что не знала, замечательно это или нет. ",0.7504467769326768,"Она не знала, замечательно это или нет. ",Варя молчала.
42,23064,Как вы думаете?,0.9480796603791484,Как вы думаете? ,Как ты думаешь?
43,4911,"Он хороший человек, удивительно даже, такой хороший… И у меня вдруг точно крылья выросли на душе, я повеселела, стало мне легко и опять захотелось работать, работать… Только вот вчера произошло что-то, какая-то тайна нависла надо мной… Чебутыкин. ",0.4757265068147836,"Только вот вчера произошло что-то, какая-то тайна нависла надо мной...","Вот вчера что-то произошло, что-то случилось надо мной."
44,22192,"— Как вы смешны, — сказала Дарья Александровна с грустною усмешкой, несмотря на волненье Левина. — Да, я теперь всё больше и больше понимаю,— продолжала она задумчиво. — Так вы не приедете к нам, когда Кити будет?",0.4187933910927562,"Так вы не приедете к нам, когда Кити будет? ","— Как ты смешна, — сказал Левин с грустной усмешкой. — Ну, я всё больше понимаю."
45,5120,"Ну, да все равно. ",0.7660539971457232,"Ну, да всё равно. ","Ну, да всё равно."
46,6510,Какая же может быть тайна между Стивой и мной?,0.9307876662697204,Какая может быть тайна между Стивой и мной? ,А какая же тайна?
47,6122,"Барин принял гуся и говорит мужику: — Спасибо, мужик, тебе за гуся, только не знаю, как мы твоего гуся делить будем. ",0.7792246344087885,"Барин взял гуся и говорит мужику:   — Спасибо, мужик, тебе за гуся. ","Барин принёс гуся, рассказывает мужику."
48,8678,V Прошло еще несколько лет. ,0.7011063649269894,Прошло ещё несколько лет. ,Прошло ещё несколько лет
49,11051,- С ума сошла! ,0.724954225162474,— С ума сошла! ,— Я с ума сошёл!
50,5543,"И для князя это утро началось под влиянием тяжелых предчувствий; их можно было объяснить его болезненным состоянием, но он был слишком неопределенно грустен, и это было для него всего мучительнее. ",0.6651248851036567,V  Для князя это утро началось под влиянием тяжёлых предчувствий; их можно было объяснить его болезнью. ,"И князя началось это утро, и его болезненное состояние было очень мучительнее для него."
51,14927,Казанзаки. ,0.4569672127917905,"Ни Зурова, ни Казанзаки она не нашла. ",Казанзаки и его дети.
52,15875,"- Ну, - говорит, - давай ещё раз побежим! ",0.3232108356228964,Потом заяц сказал: — Давай побежим ещё раз!,"— Ну, — говорит, — давай побежим."
53,11256,"да, я жду лошадей».",0.6923884377598001,"— О да, я жду лошадей","— Да, я ждала лошадей. — Да, я ждала лошадей."
54,8007,Теперешнее отношение его к Анне и к ее мужу было для него просто и ясно. ,0.9527991981382168,Теперешнее отношение его к Анне и к её мужу было для него просто и ясно. ,Для него было просто и понятно.
55,23790,"- Вот, смотрите на нее, - говорила Настасья Филипповна, дрожа от озлобления, - на эту барышню! ",0.5691589553096817,"— Вот, смотрите на неё, — говорила Настасья Филипповна, дрожа от озлобления. — И я её за ангела считала! ","— Вот, смотри на неё!"
56,18289,"Как это ни сложно, Россию необходимо изучать.",0.865871647552144,"Как это ни сложно, изучать Россию необходимо. ","Как это не сложно, Россия нужна изучать её."
57,7846,И вдруг потянет теплом. ,0.360765266935899,А потом будет тепло. ,И вдруг теплом потянет.
58,2299,— Или ты боишься со мной играть? ,0.9355677122197928,Или ты боишься со мной играть? ,— Или вы боитесь играть со мной?
59,20936,"То-есть такой сюрприз и удар, что… Видишь ли, милый, я не насчет состояния (хоть и ожидал, что у тебя побольше), но… мне счастье дочери… наконец… способен ли ты, так сказать, составить это… счастье-то? ",0.5791969089144741,"Я не насчёт состояния (хоть и ожидал, что у тебя побольше), но... мне счастье дочери... способен ли ты дать это... счастье-то? ","То-есть такое сюрприз, что... видишь ли я не по отношению к состоянию (хотя и ждал, что у вас побольше) но... мне счастливое дочери... Наконец... можешь ли ты составить это счастье?"
60,13943,"Бросить товарища не годится""",0.4451159532997149,Надо товарища нести». ,Бросить приятеля не годится»
61,20684,- Не застрелится! ,0.8078092066303775,— Не застрелится! ,— Не застрелишься!
62,6348,"— Нет, ты счастливый человек. ",0.7719562307565271,— Ты счастливый человек. ,"— Нет, вы счастливый человек!"
63,20601,"— Так говорите, этот мистер Морбид приходит каждый вечер в десять?",0.621049519406827,"— Так вы говорите, этот слуга приходит каждый вечер в десять? ","— Так говоришь, этот мистера Морбида приходит в десять вечера?"
64,5771,"Живи, как тебе хочется, а я так не могу… — Знаменито, — сказала Эллочка презрительно",0.5959135609307358,"Живи, как тебе хочется, а я так не могу","Живи как тебе нужно, а так я не могу..."
65,14533,"В глазах его я прочел ненависть, злобу, которые вовсе не идут к его доброму, мягкому лицу.",0.3770549222564524,В его обычно добрых глазах он увидел ненависть и злобу. ,"Я прочел в глазах её ненависть и злобу, которая вовсе не идёт к её доброму мягкому лице."
66,15590,"Давеча я вел себя недостаточно сдержанно, нетактично. ",0.9094439057958664,"Давеча я вёл себя недостаточно сдержанно, нетактично. ","Когда я сказал, что я не очень сдержан, я не тактично вел себя."
67,747,"Я в том смысле, что тут надо бы поболее точности, так сказать, более наружной определенности: извините во мне естественное беспокойство практического и благонамеренного человека, но нельзя ли тут одежду, например, особую завести, носить что-нибудь, клеймы там, что ли, какие?.. ",0.6419508005919506,"Извините во мне естественное беспокойство практического человека, но нельзя ли тут одежду, например, особую носить, что ли?.. ","Я в том, что тут нужно бы побольше точности и так сказать больше наружной определённости: Извините во мне естественные беспокойства практического человека, но нельзя ли тут одеваться особую, носить какие-нибудь..."
68,5889,"- Нет, не постыжусь… Вы не по своей воле у Тоцкого были",0.5146823981005689,"— Нет, не постыжусь... ","— Нет, не постарайся... — Нет, не постарайся... — Нет, не постарайся... — Нет, не постарайся... — Нет, не постарайся..."
69,22401,"О, ты мне враг — ты отнял у меня Все, что я в жизни… Дон Гуан Милое созданье!",0.4202046618989097,Милое созданье! ,"О, вы мне враги — вы отняли у меня Всё, что мне в жизни..."
70,14813,"Антракт – это когда одно кончилось, а другое еще не началось. ",0.7636089797411034,"Антракт — это когда одно отделе ние кончилось, а другое ещё не началось. ","Антракт — это когда одна кончилась, а другая ещё не началась."
71,2280,"— Вот видите, зачем же вы тогда отогнали меня? ",0.6911624066924047,"— Вот видите, зачем же вы тогда убежали от меня? ","— Видите, почему вы тогда меня отогнали?"
72,23065,"— Вы, Казанзаки, мне всякой чушью голову не морочьте. ",0.3361760909498496,— Вы — Казанзаки? ,"— Казанзаки, вы мне всякую чушь голову не морочите."
73,22856,"- кричала Аделаида: - все вместе и непременно князь с нами; не за чем вам уходить, милый вы человек! ",0.7182359793960674,"— кричала Аделаида. — Все вместе иобязательно князь с нами; незачем вам уходить, милый вы человек! ","— кричал Аделаида. — Всё вместе, и не зачем вам уйти, милый ты человек!"
74,18679,Нет среди пленных и советника Осман-паши пресловутого Али-бея. ,0.3627966861847815,То победил бы Осман-паша,Между пленными и советником Османа-паши было пресловутое Али-бее.
75,15140,"Брат, вероятно, будет профессором, он все равно не станет жить здесь. ",0.9562447424179285,"Брат, вероятно, будет профессором, он всё равно не станет жить здесь. ","Брат, скорее всего, станет профессором."
76,15015,— прошептал я. — Кто он? ,0.6032612110624727,— Кто он? ,"— спросил я, — кто он?"
77,8874,", нальют полблюдца молока – и все.",0.4111199977651777,"И ещё говорят, что я обжора… Дают только косточку от котлет ки, наливают полблюдца молока — и всё. ",Нальют полблинца молока — и всё.
78,10319,"Потому что в памяти моей она напечатлелась, как сладкий сон, который долго помнишь после пробуждения; потому что я вечно буду помнить тот миг, когда вы так братски открыли мне свое сердце и так великодушно приняли в дар мое, убитое, чтоб его беречь, лелеять, вылечить его... ",0.7405684294855843,"Потому что в памяти моей она осталась, как сон, который долго помнишь, потому что я вечно буду помнить тот миг, когда вы так братски открыли мне своё сердце и приняли моё, убитое, чтоб вылечить его.","Потому что, когда ты открыл мне своё сердце, вы так великодушно принесли в дар моё, убитое для того, чтобы её беречь, лечить, лечить её..."
79,19081,"— Ого, да здесь весело! ",0.3584717478130045,Да у вас тут весело! ,— Ого!
80,2505,"Связь ее с этим кругом держалась чрез княгиню Бетси Тверскую, жену ее двоюродного брата, у которой было сто двадцать тысяч дохода и которая с самого появления Анны в свет особенно полюбила ее, ухаживала зa ней и втягивала в свой круг, смеясь над кругом графини Лидии Ивановны",0.6359229091408118,"Связь её с этим кругом держалась через княгиню Бетси Тверскую, которая с самого появления Анны в свете особенно полюбила её. ","Связь её с этой точки зрения держалась через жену её двоюродного Брата, которая с самой появившейся Анны в Свете особенно любила её и ухаживала за ней."
81,12611,"Ямщику вздумалось ехать рекою, что должно было сократить нам путь тремя верстами. ",0.6798796322733397,"Ямщик решил ехать рекой, что должно было сократить нам путь. ","Ямщик вздумал ехать по реке, что должна была сократить нам дорогу три версты."
82,21670,Ей-богу! ,0.4245275100632016,Я не могу! ,Ей Богу!
83,21609,"- О-очень при-ятно, - заметил тот, - и очень помню даже. ",0.7480152964237087,"— О-очень при-ятно, — заметил тот, — и помню даже. ","— Очень приятно, — заметил он, — и даже помню."
84,3369,Вернулся из Туркестана. ,0.75409454240389,Приехал из Туркестана. ,Вернулся с Туркестана и вернулся в Туркестан.
85,5493,— Какого же цвета у него было платье?,0.4742755159775269,Какого цвета у него была одежда? ,— Какого цвета у неё платье?.. — Какого цвета у неё платье?..?..?
86,10272,"Представиться ей, подбиться в её милость, – пожалуй, сделаться её любовником, но на это требуется время – а ей восемьдесят семь лет, – она может умереть через неделю, —да через два дня!.. ",0.7452625816460626,"Представиться ей, понравиться, может быть, сделаться её любовником, но на это всё требуется время, а ей восемьдесят семь лет, она может умереть через неделю, через два дня!.. ","Представить ей, подняться в ее милость, — пожалуй, быть её любителем, но для этого требуется время — а её восемьдесят семи лет, — она может умреть через несколько дней, — да через две недели!..."
87,15343,"Причины знать тебе не нужно, и я их не скажу. ",0.3410400527171606,И я ничего не скажу. ,И я не скажу их.
88,2584,"Что я тебе приказывал, растакой с… с… Боцман подскочил к снасти, раздернул ее и сдержанно сердито воркнул: — Чего копались тут, такие-сякие, словно клопы в кипятке? ",0.6236910445962486,"Боцман подбежал к снасти, раздёрнул её и крикнул: — Что копались тут, такие-сякие, как клопы в кипятке? ","Боцман поднялся к снасти и серьёзно сердито произнес: — Чого копались тут такие-сёкие, подобно клопам в кипятках?"
89,21007,"— П-полагаю, пресловутый перстень, по-румынски inel. 20 июля Лукан его проиграл, 29-го отыграл обратно",0.5926133251489343,Кольцо по-румынски «inel». 20 июля Лукан его проиграл. 29-го вернул,"— Лукан проиграл его, 29 июля отыграл его обратно."
90,521,"- обратился генерал к Гане, который тем временем вынул из своего портфеля и подал ему фотографический портрет большого формата: - ба! ",0.8628581023013402,"— обратился генерал к Гане, который вынул из своего портфеля и подал ему фотографический портрет большого формата: — Ба!",— обратился генерал Гане. — Ба!
91,5837,"Я буду говорить откровенно, быть может, иногда несколько резко… вас покоробит от моих слов, но вы не сердитесь, друже… Вы знаете мои к вам чувства: люблю вас больше всех в уезде и уважаю… Говорю вам не ради упрека и осуждений, не для того, чтоб колоть вас. ",0.388605959081672,"Вы знаете, что я люблю и уважаю вас больше всех в этом уезде. ","Вы знаете моё к вам отношение: люблю Вас больше всего в уезде, уважаю..."
92,18821,Однако принятое ею письмо беспокоило её чрезвычайно. ,0.4873833824328113,"Однако письмо, которое она приняла, очень беспокоило её. ",Однако приниматое ей письмо сильно волновало её.
93,70,"- Не национальное; хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все… И будьте уверены, что нация ничего не признает из того, что сделано помещиками и семинаристами, ни теперь, ни после… - Вот это хорошо! ",0.6657967062641591,"— Хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все",— Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное. — Не национальное.
94,22991,"Так и жили — я в походах, она в столице. ",0.3159703025420367,"Жить стали так: я — на войне, она — в столице. ","Так и живём — я ходил в походы, она ходила в столицу."
95,13043,"Ведь у вас семья не бог весть как велика… Раз, два… да и обчелся… — Какие вы, все мужчины, странные! ",0.4569722906548642,"— У вас маленькая семья… — Какие вы, все мужчины, странные! ",Ведь у тебя семья не Бог весть как велико...
96,22306,"— Вы льстите покойнику, Варвара Андреевна. ",0.4067787246703053,"— Варвара Андреевна, Лукан не был таким уж умным. ",— Вы лжёте покойнику.
97,5342,"Привезли на рассвете в аул, посадили на улице. ",0.6462043335397717,"Привезли рано утром, посадили на улице. ",На рассвете привезли на улице и посадили на улицу.
98,7448,"— Это, брат Эразм, долгая история.",0.6640808016598009,"— Это, Эраст, долгая история. ",— Это история долгая.
99,20313,"Андрей был бы хорош, только он располнел очень, это к нему не идет. ",0.928709621902347,"Андрей был бы хорош, только он располнел очень, это к нему не идёт. ","Андрей бы был хорош, но он очень располнел, это не идёт к нему."
100,14412,"Вы познакомились с Надеждой Николаевной и стали ездить к мировому чуть ли не каждый день… Бывало, когда ни придешь, вы вечно там… Прием оказывался вам самый радушный. ",0.571756381601057,Потом вы познакомились с Надеждой Николаевной и стали ездить к ним почти каждый день. ,"Когда ни придёшь, вы всё время там... Приём оказался вам самым радушным."
101,1283,"Я признаю, как ты знаешь, ревность чувством оскорбительным и унизительным и никогда не позволю себе руководиться этим чувством; но есть известные законы приличия, которые нельзя преступать безнаказанно. ",0.6194716900317919,"Алексей Александрович помолчал и потёр рукой лоб и глаза. — Я вот что хочу сказать, — продолжал он холодно и спокой но. — Я признаю ревность чувством унизительным и никог да не разрешу себе руководиться этим чувством; но есть известные законы приличия, которые нельзя нарушить безнаказанно. ","Я признаю ревность оскорбительными и оскорбительными чувствами; но есть знакомые законы правосудия, которые не могут преступать без наказания."
102,3488,"Жаждал свободной любви, а не рабских восторгов невольника пред могуществом, раз навсегда его ужаснувшим. ",0.7366979671065486,"Жаждал свободной любви, а не рабских восторгов невольника. ",Жаждал свободную любви и не рабские восторги невольника перед могуществом.
103,23291,"Теперь он стал все веселее и лучше, чем весною.",0.8782144513256187,"Теперь он стал веселее и лучше, чем весной. ","Сейчас он стал всё веселее, чем весной."
104,11571,"(Аглая не отнимала руки.) - Так ты, стало быть, любишь этого… молодого человека?..",0.5019043164393459,"— целовал её руку повеселевший от счастья генерал. — Так ты, стало быть, любишь этого... молодого человека?..",Аглая не отодвинула руки.
105,13363,"Да, низкий, гадкий человек! ",0.6390159498611631,Низкий человек! ,"Да, низкое, гадкое лицо!"
106,20856,"Знала ведь, что на войну едешь, а не в Павловское на гуляние. ",0.3623815282413237,"«Знала ведь, что на войну приехала, а не на праздник», — говорила Варя себе. ","Знала, что едешь на войну, а ни в Павловское, ни в Павловское, ни в Павловское, ни в Павловское, ни в Павловское, ни в"
107,19349,"Каждому твоему слову верю и знаю, что ты меня не обманывал никогда и впредь не обманешь; а я тебя все-таки не люблю. ",0.9592499956020568,"Каждому твоему слову верю и знаю, что ты меня не обманывал никогда и впредь не обманешь; а я тебя всё-таки не люблю. ","Каждый твой слова верю, и понимаю, что вы меня не обманывали никогда, и никогда не обманёте; и я вас всё-таки ненавижу."
108,10511,"Только все был не он, не приходил. ",0.8165021208654198,"Только всё был не он, он не приходил.",Только всё был не он.
109,7768,Я никак не ожидал подобной развязки,0.4433713185849904,Я никак не ожидал такого конца,Я никогда не ждал такой развязки.
110,15522,Для получения этого последнего берется окружность в три вершка в диаметре. ,0.6144907416349104,Для получения его берётся окружность в пятнадцать сантиметров в диаметре. ,"Чтобы получить это последнее, берётся окружность в трёх вершках диаметром."
111,19963,Алексей Александрович раскланялся и вышел.,0.6613115627802654,Алексей Александрович попро щался и вышел.,Сергей Александрович вышел из комнаты.
