,Unnamed: 0,source,cos_sim,target,eng_trans
47,6122,"Барин принял гуся и говорит мужику: — Спасибо, мужик, тебе за гуся, только не знаю, как мы твоего гуся делить будем. ",0.7792246344087885,"Барин взял гуся и говорит мужику:   — Спасибо, мужик, тебе за гуся. ","Barin takes the goose and says to the man: ""Thank you, man, for the goose, but I don't know how we're gonna share your goose."
48,8678,V Прошло еще несколько лет. ,0.7011063649269894,Прошло ещё несколько лет. ,V It's been a few more years.
49,11051,- С ума сошла! ,0.724954225162474,— С ума сошла! ,- You're crazy!
50,5543,"И для князя это утро началось под влиянием тяжелых предчувствий; их можно было объяснить его болезненным состоянием, но он был слишком неопределенно грустен, и это было для него всего мучительнее. ",0.6651248851036567,V  Для князя это утро началось под влиянием тяжёлых предчувствий; их можно было объяснить его болезнью. ,"And for the Prince, this morning began under the influence of heavy premonitions; they could have been attributed to his painful condition, but he was too sad, and it was more painful for him."
51,14927,Казанзаки. ,0.4569672127917905,"Ни Зурова, ни Казанзаки она не нашла. ",Kazanzaki.
52,15875,"- Ну, - говорит, - давай ещё раз побежим! ",0.3232108356228964,Потом заяц сказал: — Давай побежим ещё раз!,"- Well, he says let's run again!"
53,11256,"да, я жду лошадей».",0.6923884377598001,"— О да, я жду лошадей","Yes, I am waiting for horses."""
54,8007,Теперешнее отношение его к Анне и к ее мужу было для него просто и ясно. ,0.9527991981382168,Теперешнее отношение его к Анне и к её мужу было для него просто и ясно. ,His current attitude toward Anna and her husband was simple and clear to him.
55,23790,"- Вот, смотрите на нее, - говорила Настасья Филипповна, дрожа от озлобления, - на эту барышню! ",0.5691589553096817,"— Вот, смотрите на неё, — говорила Настасья Филипповна, дрожа от озлобления. — И я её за ангела считала! ","- Look at her. - Nastasia Philipovna, the trembling of anger, the young lady."
56,18289,"Как это ни сложно, Россию необходимо изучать.",0.865871647552144,"Как это ни сложно, изучать Россию необходимо. ","As difficult as it may be, Russia needs to be studied."
57,7846,И вдруг потянет теплом. ,0.360765266935899,А потом будет тепло. ,"All of a sudden, it's gonna get warm."
58,2299,— Или ты боишься со мной играть? ,0.9355677122197928,Или ты боишься со мной играть? ,- Or are you afraid to play with me?
59,20936,"То-есть такой сюрприз и удар, что… Видишь ли, милый, я не насчет состояния (хоть и ожидал, что у тебя побольше), но… мне счастье дочери… наконец… способен ли ты, так сказать, составить это… счастье-то? ",0.5791969089144741,"Я не насчёт состояния (хоть и ожидал, что у тебя побольше), но... мне счастье дочери... способен ли ты дать это... счастье-то? ","There's such a surprise and a blow that... you see, honey, I'm not about the fortune (even though I expected you to have more), but... I'm happy with my daughter... at last... can you, so to speak, make this... happiness?"
60,13943,"Бросить товарища не годится""",0.4451159532997149,Надо товарища нести». ,"Abandoning a comrade is no good."""
61,20684,- Не застрелится! ,0.8078092066303775,— Не застрелится! ,- He's not gonna shoot himself!
62,6348,"— Нет, ты счастливый человек. ",0.7719562307565271,— Ты счастливый человек. ,"- No, you're a lucky man."
63,20601,"— Так говорите, этот мистер Морбид приходит каждый вечер в десять?",0.621049519406827,"— Так вы говорите, этот слуга приходит каждый вечер в десять? ",- So you're saying this Mr. Morbide comes every night at ten?
64,5771,"Живи, как тебе хочется, а я так не могу… — Знаменито, — сказала Эллочка презрительно",0.5959135609307358,"Живи, как тебе хочется, а я так не могу","Live as you wish, and I can't..."
65,14533,"В глазах его я прочел ненависть, злобу, которые вовсе не идут к его доброму, мягкому лицу.",0.3770549222564524,В его обычно добрых глазах он увидел ненависть и злобу. ,"In his eyes, I read hatred, anger, which does not go to his good, soft face."
66,15590,"Давеча я вел себя недостаточно сдержанно, нетактично. ",0.9094439057958664,"Давеча я вёл себя недостаточно сдержанно, нетактично. ",I wasn't being discreet enough. I wasn't tactful.
67,747,"Я в том смысле, что тут надо бы поболее точности, так сказать, более наружной определенности: извините во мне естественное беспокойство практического и благонамеренного человека, но нельзя ли тут одежду, например, особую завести, носить что-нибудь, клеймы там, что ли, какие?.. ",0.6419508005919506,"Извините во мне естественное беспокойство практического человека, но нельзя ли тут одежду, например, особую носить, что ли?.. ","I mean, it would have to be more accurate, so to speak, more external certainty: I'm sorry for the natural concern of a practical and well-intentioned person, but can we, for example, get a special dress, wear something, brand it, or something?"
68,5889,"- Нет, не постыжусь… Вы не по своей воле у Тоцкого были",0.5146823981005689,"— Нет, не постыжусь... ","- No, I'm not ashamed... you didn't have Totsky on your own."
69,22401,"О, ты мне враг — ты отнял у меня Все, что я в жизни… Дон Гуан Милое созданье!",0.4202046618989097,Милое созданье! ,"Oh, you're my enemy, you've taken everything I've ever been..."
70,14813,"Антракт – это когда одно кончилось, а другое еще не началось. ",0.7636089797411034,"Антракт — это когда одно отделе ние кончилось, а другое ещё не началось. ",The anthrax is when one is over and the other hasn't started yet.
71,2280,"— Вот видите, зачем же вы тогда отогнали меня? ",0.6911624066924047,"— Вот видите, зачем же вы тогда убежали от меня? ","- See, then why did you drive me away?"
72,23065,"— Вы, Казанзаки, мне всякой чушью голову не морочьте. ",0.3361760909498496,— Вы — Казанзаки? ,"- You, Kazanzaki, don't mess with me."
73,22856,"- кричала Аделаида: - все вместе и непременно князь с нами; не за чем вам уходить, милый вы человек! ",0.7182359793960674,"— кричала Аделаида. — Все вместе иобязательно князь с нами; незачем вам уходить, милый вы человек! ","And Adelaide cried: all together, and surely the prince is with us: for there is nothing for you to go for, dear man!"
74,18679,Нет среди пленных и советника Осман-паши пресловутого Али-бея. ,0.3627966861847815,То победил бы Осман-паша,"No prisoner or adviser, Othman Pasha, is the notorious Ali Bay."
75,15140,"Брат, вероятно, будет профессором, он все равно не станет жить здесь. ",0.9562447424179285,"Брат, вероятно, будет профессором, он всё равно не станет жить здесь. ","Brother's probably gonna be a professor, he's not gonna live here anyway."
76,15015,— прошептал я. — Кто он? ,0.6032612110624727,— Кто он? ,- I whispered.
77,8874,", нальют полблюдца молока – и все.",0.4111199977651777,"И ещё говорят, что я обжора… Дают только косточку от котлет ки, наливают полблюдца молока — и всё. ","they'll pour half a tablet of milk, that's all."
78,10319,"Потому что в памяти моей она напечатлелась, как сладкий сон, который долго помнишь после пробуждения; потому что я вечно буду помнить тот миг, когда вы так братски открыли мне свое сердце и так великодушно приняли в дар мое, убитое, чтоб его беречь, лелеять, вылечить его... ",0.7405684294855843,"Потому что в памяти моей она осталась, как сон, который долго помнишь, потому что я вечно буду помнить тот миг, когда вы так братски открыли мне своё сердце и приняли моё, убитое, чтоб вылечить его.","Because in my memory she was inspired as a sweet dream that you remember for a long time after the awakening; because I will always remember the moment when you so brotherly opened your heart to me and so generously accepted my dead, to care for him, to cherish him, to heal him..."
79,19081,"— Ого, да здесь весело! ",0.3584717478130045,Да у вас тут весело! ,"- Wow, this is fun!"
80,2505,"Связь ее с этим кругом держалась чрез княгиню Бетси Тверскую, жену ее двоюродного брата, у которой было сто двадцать тысяч дохода и которая с самого появления Анны в свет особенно полюбила ее, ухаживала зa ней и втягивала в свой круг, смеясь над кругом графини Лидии Ивановны",0.6359229091408118,"Связь её с этим кругом держалась через княгиню Бетси Тверскую, которая с самого появления Анны в свете особенно полюбила её. ","Her association with this circle was through Princess Betsy Tversky, the wife of her cousin, who had a hundred and twenty thousand incomes and who, since Anna's arrival, had especially loved her, cared for her and drawn her into her circle, laughing at the circle of Countess Lydia Ivanovna."
81,12611,"Ямщику вздумалось ехать рекою, что должно было сократить нам путь тремя верстами. ",0.6798796322733397,"Ямщик решил ехать рекой, что должно было сократить нам путь. ","The dungeon decided to drive by the river, which should have reduced our journey by three vertebras."
82,21670,Ей-богу! ,0.4245275100632016,Я не могу! ,By God!
83,21609,"- О-очень при-ятно, - заметил тот, - и очень помню даже. ",0.7480152964237087,"— О-очень при-ятно, — заметил тот, — и помню даже. ","- Oh, it's very nice, I noticed, and I remember it very much."
84,3369,Вернулся из Туркестана. ,0.75409454240389,Приехал из Туркестана. ,Back from Turkestan.
85,5493,— Какого же цвета у него было платье?,0.4742755159775269,Какого цвета у него была одежда? ,- What color was his dress?
86,10272,"Представиться ей, подбиться в её милость, – пожалуй, сделаться её любовником, но на это требуется время – а ей восемьдесят семь лет, – она может умереть через неделю, —да через два дня!.. ",0.7452625816460626,"Представиться ей, понравиться, может быть, сделаться её любовником, но на это всё требуется время, а ей восемьдесят семь лет, она может умереть через неделю, через два дня!.. ","To introduce herself to her, to fall into her mercy – perhaps to become her lover, but it takes time – and she's eighty-seven years old – she could die in a week, yes in two days!"
87,15343,"Причины знать тебе не нужно, и я их не скажу. ",0.3410400527171606,И я ничего не скажу. ,"You don't need to know, and I won't tell you."
88,2584,"Что я тебе приказывал, растакой с… с… Боцман подскочил к снасти, раздернул ее и сдержанно сердито воркнул: — Чего копались тут, такие-сякие, словно клопы в кипятке? ",0.6236910445962486,"Боцман подбежал к снасти, раздёрнул её и крикнул: — Что копались тут, такие-сякие, как клопы в кипятке? ",What did I tell you?
89,21007,"— П-полагаю, пресловутый перстень, по-румынски inel. 20 июля Лукан его проиграл, 29-го отыграл обратно",0.5926133251489343,Кольцо по-румынски «inel». 20 июля Лукан его проиграл. 29-го вернул,"- I'm guessing a notorious ring, in Romanian inel. On July 20, Lucán lost it, played back on the 29th."
90,521,"- обратился генерал к Гане, который тем временем вынул из своего портфеля и подал ему фотографический портрет большого формата: - ба! ",0.8628581023013402,"— обратился генерал к Гане, который вынул из своего портфеля и подал ему фотографический портрет большого формата: — Ба!","- General to Ghana, who, in the meantime, took it out of his briefcase and gave him a photograph of a large size: - ba!"
91,5837,"Я буду говорить откровенно, быть может, иногда несколько резко… вас покоробит от моих слов, но вы не сердитесь, друже… Вы знаете мои к вам чувства: люблю вас больше всех в уезде и уважаю… Говорю вам не ради упрека и осуждений, не для того, чтоб колоть вас. ",0.388605959081672,"Вы знаете, что я люблю и уважаю вас больше всех в этом уезде. ","I'm gonna be honest, maybe sometimes a little harsh... you're gonna get beat up by my words, but you're not angry, you're friends... you know my feelings for you: I love you the most in the country and I respect you... and I'm not telling you for the sake of reproach and judgment, not for the purpose of stabbing you."
92,18821,Однако принятое ею письмо беспокоило её чрезвычайно. ,0.4873833824328113,"Однако письмо, которое она приняла, очень беспокоило её. ","However, her letter was extremely disturbing."
93,70,"- Не национальное; хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все… И будьте уверены, что нация ничего не признает из того, что сделано помещиками и семинаристами, ни теперь, ни после… - Вот это хорошо! ",0.6657967062641591,"— Хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все","It's not national; it's Russian, but it's not national; and the liberals are not Russians, and the conservatives are not Russians, all of them... and you can be sure that the nation doesn't recognize anything that's done by captors and seminarists, neither now nor after..."
94,22991,"Так и жили — я в походах, она в столице. ",0.3159703025420367,"Жить стали так: я — на войне, она — в столице. ","That's how I lived -- I was camping, she's in the capital."
95,13043,"Ведь у вас семья не бог весть как велика… Раз, два… да и обчелся… — Какие вы, все мужчины, странные! ",0.4569722906548642,"— У вас маленькая семья… — Какие вы, все мужчины, странные! ","'Cause your family isn't God's message as great as... one, two... and you've got it all... - What are you, all the men, weird?"
96,22306,"— Вы льстите покойнику, Варвара Андреевна. ",0.4067787246703053,"— Варвара Андреевна, Лукан не был таким уж умным. ","- You flatter the dead man, Varvar Andreevna."
97,5342,"Привезли на рассвете в аул, посадили на улице. ",0.6462043335397717,"Привезли рано утром, посадили на улице. ","They brought him to the aul at dawn, put him on the street."
98,7448,"— Это, брат Эразм, долгая история.",0.6640808016598009,"— Это, Эраст, долгая история. ","- It's a long story, Brother Erasmus."
99,20313,"Андрей был бы хорош, только он располнел очень, это к нему не идет. ",0.928709621902347,"Андрей был бы хорош, только он располнел очень, это к нему не идёт. ","Andrei would've been good, but he's really full, it's not coming to him."
100,14412,"Вы познакомились с Надеждой Николаевной и стали ездить к мировому чуть ли не каждый день… Бывало, когда ни придешь, вы вечно там… Прием оказывался вам самый радушный. ",0.571756381601057,Потом вы познакомились с Надеждой Николаевной и стали ездить к ним почти каждый день. ,"You met Hope Nikolaevna and went to the world almost every day... when you wouldn't come, you would always be there... the reception was the most welcome."
101,1283,"Я признаю, как ты знаешь, ревность чувством оскорбительным и унизительным и никогда не позволю себе руководиться этим чувством; но есть известные законы приличия, которые нельзя преступать безнаказанно. ",0.6194716900317919,"Алексей Александрович помолчал и потёр рукой лоб и глаза. — Я вот что хочу сказать, — продолжал он холодно и спокой но. — Я признаю ревность чувством унизительным и никог да не разрешу себе руководиться этим чувством; но есть известные законы приличия, которые нельзя нарушить безнаказанно. ","I admit, as you know, jealousy is offensive and humiliating, and I will never allow myself to be guided by that feeling; but there are well-known laws of decency that cannot be transgressed with impunity."
102,3488,"Жаждал свободной любви, а не рабских восторгов невольника пред могуществом, раз навсегда его ужаснувшим. ",0.7366979671065486,"Жаждал свободной любви, а не рабских восторгов невольника. ","I longed for free love, not for the slave delights of the slave in the power that once and for all made him awful."
103,23291,"Теперь он стал все веселее и лучше, чем весною.",0.8782144513256187,"Теперь он стал веселее и лучше, чем весной. ",Now he's more fun and better than spring.
104,11571,"(Аглая не отнимала руки.) - Так ты, стало быть, любишь этого… молодого человека?..",0.5019043164393459,"— целовал её руку повеселевший от счастья генерал. — Так ты, стало быть, любишь этого... молодого человека?..",- So you're in love with this... young man?
105,13363,"Да, низкий, гадкий человек! ",0.6390159498611631,Низкий человек! ,"Yeah, low, nasty man!"
106,20856,"Знала ведь, что на войну едешь, а не в Павловское на гуляние. ",0.3623815282413237,"«Знала ведь, что на войну приехала, а не на праздник», — говорила Варя себе. ","I knew you were going to war, not to Pavlovsky for a walk."
107,19349,"Каждому твоему слову верю и знаю, что ты меня не обманывал никогда и впредь не обманешь; а я тебя все-таки не люблю. ",0.9592499956020568,"Каждому твоему слову верю и знаю, что ты меня не обманывал никогда и впредь не обманешь; а я тебя всё-таки не люблю. ","I believe every word of yours, and I know you've never lied to me, and you've never lied to me again, and I still don't love you."
108,10511,"Только все был не он, не приходил. ",0.8165021208654198,"Только всё был не он, он не приходил.","Except it wasn't him, it wasn't."
109,7768,Я никак не ожидал подобной развязки,0.4433713185849904,Я никак не ожидал такого конца,I never expected that to happen.
110,15522,Для получения этого последнего берется окружность в три вершка в диаметре. ,0.6144907416349104,Для получения его берётся окружность в пятнадцать сантиметров в диаметре. ,"To obtain the latter, a circle of three pins in diameter shall be taken."
111,19963,Алексей Александрович раскланялся и вышел.,0.6613115627802654,Алексей Александрович попро щался и вышел.,Alexei Alexandrovich bowed and went out.
112,21685,"- крикнула Настасья Филипповна. - Браво, Птицын, я вас поздравляю!",0.7254688181155478,"— воскликнула Настасья Филипповна. — Браво, я вас поздравляю!","Bravo, Bird, congratulations!"
113,6731,Человек он умный. ,0.3717694138263475,"Фандорин умный, смелый, решительный. ",A man is smart.
114,3102,"Помещичьи или семинарские… Вы опять смеетесь, и вы смеетесь, князь? ",0.4640412163757126,"Вы опять смеётесь, и вы смеётесь, князь?","Are you laughing again and laughing, Prince?"
115,22948,И вышла из детской.,0.9761943865836024,И вышла из детской. ,And she came out of the nursery.
116,6790,"«Приезжай, Бог милостив», писала она.",0.6577467738657369,"«Приезжай, Бог поможет», — писала она. ","""Come, God be merciful,"" she wrote."
117,272,Она где-то в саду… Я пойду поищу ее.,0.6484042495724737,Я пойду поищу её.,She's in the garden somewhere... I'm gonna go look for her.
118,7050,"Сколько раз, оставя тихонько скучную и пышную гостиную, она уходила плакать в бедной своей комнате, где стояли ширмы, оклеенные обоями, комод, зеркальце и крашеная кровать и где сальная свеча темно горела в медном шандале!",0.5331901217647114,"Сколько раз, оставив тихонько скучную богатую гостиную, она уходила плакать в бедной своей комнате!","How many times, leaving a boring and luxurious living room, she went to cry in her poor room, where the curtains were lined with wallpaper, a dresser, a mirror, and a painted bed, and where the black candle burned in a copper shandal!"
