,Unnamed: 0,source,cos_sim,target,output
25,624,"Мне хочется каяться, милые сестры. ",0.8393592202325966,"Мне хочется каяться, милые сёстры. ","Я хочу кататься, милая сестра."
26,7105,"Да вот у меня жена, два сына, две дочери, всех шестеро, как бы нам поровну разделить твоих гусей?",0.4865766921382804,Как нам правильно разделить твоих гусей?,"Да вот жена, двое сыновей, двое дочек, все шестерых, как бы разделить ваших гусей поровну?"
27,15195,- Так молчите. ,0.7111170873380357,— Так молчите. ,- Помолчи.
28,1207,"— сказала Дарья Александровна, как будто презирая его зa низость этого чувства в сравнении с тем, другим чувством, которое знают одни женщины. — В то время как вы делали предложение Кити, она именно была в том положении, когда она не могла отвечать. ",0.584483099521697,"В то время как вы делали предложение Кити, она была в том положении, когда она не могла отвечать. ","""Дарья Александровна сказала, будто презируя его из-за низости этого ощущения в сравнении со всеми другими чувствами, которые знают женщины."""
29,12501,Князь весь съежился. ,0.5367462003821208,Князь весь съёжился. ,Князь весь хмурился.
30,14625,"Она увидала его прежде, чем он ее, и она поняла, что он думал о ней.",0.7555064880299976,"Она увидала его раньше, чем он её, и она поняла, что он думал о ней. ","Она увидела его до того, как он ее увидел, и поняла, о чем он думал."
31,14078,"Он изучал жидкое, твердое и газообразное состояния тел. ",0.8904405113917818,"Он изучал жидкое, твёрдое и газообразное состояние тел. ","Он изучал состояние жидких, твердых и газовых тел."
32,17591,Дона Анна О боже! ,0.7047682273381434,О боже! ,Дон Анна О Боже!
33,11460,Ей-богу! ,0.3145260181992554,Видеть её не могу! ,"Ей, боже!"
34,20846,"Всё тяжелое, что было в его отношениях к Анне, вся неопределенность, оставшаяся после их разговора, всё выскочило из его головы; он с наслаждением и волнением думал теперь о скачке, о том, что он всё-таки поспеет, и изредка ожидание счастья свидания нынешней ночи вспыхивало ярким светом в его воображении.",0.3987417930247316,"Всё тяжёлое, что было в его отношениях с Анной, всё забыл Вронский; он с волнением думал теперь о скачках. ","Все тяжелое в отношениях с Анной, всё неопределенное, оставшееся после их беседы, все свалилось из головы, он теперь с удовольствием и беспокойством думал о скачках, о тому, что он все-таки спит, и редко ожидания счастья встречи нынешнего вечера вспыхивали ярким светком в его сознании."
35,85,"Я должен наконец говорить, высказать, что у меня накипело тут, в сердце... ",0.8451669158535124,"Я должен наконец говорить, высказать, что у меня наболело тут в сердце...","Мне надо наконец сказать, сказать, что накипело здесь, в сердцах..."
36,11381,"Вот Андрей наш, братец… Все надежды пропали. ",0.556403046617807,Все надежды пропали. ,"Вот наш Андрей, брат... Все наши надежды пропадали."
37,21711,— спросил Павел Иваныч,0.3734802964770759,"А Павел Иванович сказал, что не понимает Сергея",— спросил Павла Иваныча
38,7877,"Не выйди я за Урбенина, я могла бы выйти теперь за графа!» ",0.6867116463513323,"Если бы я не вышла замуж за Урбенина, я могла бы теперь выйти замуж за графа!» ","""Не выйду за Урбенин, я бы мог выйти за графа""""."""
39,12857,"– сказала она, совершенно забыв и не слыхав, что он сказал: «для тебя и для детей».",0.7891256418757401,"— ска зала она, забыв или не услышав, что он сказал: «для тебя и для детей». ","""Она сказала, совершенно забывая и не слышав его слова: """"для вас и детей""""."""
40,2101,- Павлищев… Павлищев перешел в католицизм? ,0.607489851760051,Князь был вне себя. — Павлищев... перешёл в католицизм? ,«Павелищев... Павелищев перешел к католицизму?
41,2774,"Варя промолчала, потому что не знала, замечательно это или нет. ",0.7504467769326768,"Она не знала, замечательно это или нет. ","Варя молчала, так как не знал, замечательно ли это."
42,23064,Как вы думаете?,0.9480796603791484,Как вы думаете? ,Как ты думаешь?
43,4911,"Он хороший человек, удивительно даже, такой хороший… И у меня вдруг точно крылья выросли на душе, я повеселела, стало мне легко и опять захотелось работать, работать… Только вот вчера произошло что-то, какая-то тайна нависла надо мной… Чебутыкин. ",0.4757265068147836,"Только вот вчера произошло что-то, какая-то тайна нависла надо мной...","Она хорошая, удивительно, такая хорошая... И вдруг на душе точно выросли крылья, я веселилась, стало легко и снова захотелось трудиться, трудиться... Только вчера что-то произошло, что-то нависла на меня... Чебутыкин."
44,22192,"— Как вы смешны, — сказала Дарья Александровна с грустною усмешкой, несмотря на волненье Левина. — Да, я теперь всё больше и больше понимаю,— продолжала она задумчиво. — Так вы не приедете к нам, когда Кити будет?",0.4187933910927562,"Так вы не приедете к нам, когда Кити будет? ","- Как ты смешна, - сказала Дария Александровна с грустной усмешкой не смотря на волнение Левина, - Да, теперь я понимаю, - продолжила она задумчиво, - Так ты не придёшь к нам, пока Кити не придёт?"
45,5120,"Ну, да все равно. ",0.7660539971457232,"Ну, да всё равно. ","Ну, да, и всё равно."
46,6510,Какая же может быть тайна между Стивой и мной?,0.9307876662697204,Какая может быть тайна между Стивой и мной? ,Какая тайна могла быть между Стивеном и я?
47,6122,"Барин принял гуся и говорит мужику: — Спасибо, мужик, тебе за гуся, только не знаю, как мы твоего гуся делить будем. ",0.7792246344087885,"Барин взял гуся и говорит мужику:   — Спасибо, мужик, тебе за гуся. ","Барин принимает гуся, говорит мужчине: - Спасибо, чувак, за гуся тебе, только я не знаю как делить вашего гуся."
48,8678,V Прошло еще несколько лет. ,0.7011063649269894,Прошло ещё несколько лет. ,В ещё несколько лет прошло.
49,11051,- С ума сошла! ,0.724954225162474,— С ума сошла! ,- Я сошла с ума!
50,5543,"И для князя это утро началось под влиянием тяжелых предчувствий; их можно было объяснить его болезненным состоянием, но он был слишком неопределенно грустен, и это было для него всего мучительнее. ",0.6651248851036567,V  Для князя это утро началось под влиянием тяжёлых предчувствий; их можно было объяснить его болезнью. ,"И утро князя началось под воздействием тяжелых ожиданий, их могли объяснить болезненное состояние, но ему было слишком непонятно грустно, и для него это было гораздо более мучительно."
51,14927,Казанзаки. ,0.4569672127917905,"Ни Зурова, ни Казанзаки она не нашла. ",Казанзаки.
52,15875,"- Ну, - говорит, - давай ещё раз побежим! ",0.3232108356228964,Потом заяц сказал: — Давай побежим ещё раз!,"Ну, говорит, давай еще раз бежим!"
53,11256,"да, я жду лошадей».",0.6923884377598001,"— О да, я жду лошадей","""Да, я ждала лошадей""""."""
54,8007,Теперешнее отношение его к Анне и к ее мужу было для него просто и ясно. ,0.9527991981382168,Теперешнее отношение его к Анне и к её мужу было для него просто и ясно. ,"Тебе было просто и понятно, что его отношение к Анне, его мужу."
55,23790,"- Вот, смотрите на нее, - говорила Настасья Филипповна, дрожа от озлобления, - на эту барышню! ",0.5691589553096817,"— Вот, смотрите на неё, — говорила Настасья Филипповна, дрожа от озлобления. — И я её за ангела считала! ","- Ну, посмотри на неё, - произнесла Настасью Филипповну, дрогнув от озабоченности, - этот барыш!"
56,18289,"Как это ни сложно, Россию необходимо изучать.",0.865871647552144,"Как это ни сложно, изучать Россию необходимо. ","Как ни трудно, нужно изучать Россию."
57,7846,И вдруг потянет теплом. ,0.360765266935899,А потом будет тепло. ,И вдруг тепло потянет.
58,2299,— Или ты боишься со мной играть? ,0.9355677122197928,Или ты боишься со мной играть? ,— Или вы боитесь играть со мной?
59,20936,"То-есть такой сюрприз и удар, что… Видишь ли, милый, я не насчет состояния (хоть и ожидал, что у тебя побольше), но… мне счастье дочери… наконец… способен ли ты, так сказать, составить это… счастье-то? ",0.5791969089144741,"Я не насчёт состояния (хоть и ожидал, что у тебя побольше), но... мне счастье дочери... способен ли ты дать это... счастье-то? ","То есть такая сюрпризная и ударная, что... Вы видите, милый я не о состоянии (хотя и ждал, что у вас будет больше), а... о счастье моей дочери... в конце концов... вы можете так сказать составить такое... счастье?"
60,13943,"Бросить товарища не годится""",0.4451159532997149,Надо товарища нести». ,"Бросить своего товарища не нужно"""
61,20684,- Не застрелится! ,0.8078092066303775,— Не застрелится! ,- Не стреляй!
62,6348,"— Нет, ты счастливый человек. ",0.7719562307565271,— Ты счастливый человек. ,"— Нет, вы счастливые люди."
63,20601,"— Так говорите, этот мистер Морбид приходит каждый вечер в десять?",0.621049519406827,"— Так вы говорите, этот слуга приходит каждый вечер в десять? ","- Так вы говорите, что этот мисс Морбид каждый вечер приходит в десять вечера?"
64,5771,"Живи, как тебе хочется, а я так не могу… — Знаменито, — сказала Эллочка презрительно",0.5959135609307358,"Живи, как тебе хочется, а я так не могу","Живи так, как хочешь, и я не могу... - Знаменитый, - сказал Эллочка озабоченно."
65,14533,"В глазах его я прочел ненависть, злобу, которые вовсе не идут к его доброму, мягкому лицу.",0.3770549222564524,В его обычно добрых глазах он увидел ненависть и злобу. ,"В его глазах я читал ненависть и злобу, которая не идет к его доброму, спокойному лицу вовсе."
66,15590,"Давеча я вел себя недостаточно сдержанно, нетактично. ",0.9094439057958664,"Давеча я вёл себя недостаточно сдержанно, нетактично. ",Я давеча вел себя слишком сдержанно и не тактично.
67,747,"Я в том смысле, что тут надо бы поболее точности, так сказать, более наружной определенности: извините во мне естественное беспокойство практического и благонамеренного человека, но нельзя ли тут одежду, например, особую завести, носить что-нибудь, клеймы там, что ли, какие?.. ",0.6419508005919506,"Извините во мне естественное беспокойство практического человека, но нельзя ли тут одежду, например, особую носить, что ли?.. ","Я считаю, что здесь нужно было бы более точного, а точнее, более внешнего определения: извините, естественный беспокойственный во мне практический и доброжелательный человек, а вот одежду, к примеру, завести особую, что-то носить, там клеймы, что-то?."
68,5889,"- Нет, не постыжусь… Вы не по своей воле у Тоцкого были",0.5146823981005689,"— Нет, не постыжусь... ","— Нет, не постарайся... Ты не по воле Тоцкого был"
69,22401,"О, ты мне враг — ты отнял у меня Все, что я в жизни… Дон Гуан Милое созданье!",0.4202046618989097,Милое созданье! ,"О, ты враг мне - ты отнял все, что у меня есть в жизни...Дон Гуан - Милое создание!"
70,14813,"Антракт – это когда одно кончилось, а другое еще не началось. ",0.7636089797411034,"Антракт — это когда одно отделе ние кончилось, а другое ещё не началось. ","Антракт - тогда, когда одна кончилась, а другая ещё не началась."
71,2280,"— Вот видите, зачем же вы тогда отогнали меня? ",0.6911624066924047,"— Вот видите, зачем же вы тогда убежали от меня? ","- Вот видишь, почему ты тогда меня отогнал?"
72,23065,"— Вы, Казанзаки, мне всякой чушью голову не морочьте. ",0.3361760909498496,— Вы — Казанзаки? ,"- Ты, Казанзак, не морочишь мне всякую чушь головы."
73,22856,"- кричала Аделаида: - все вместе и непременно князь с нами; не за чем вам уходить, милый вы человек! ",0.7182359793960674,"— кричала Аделаида. — Все вместе иобязательно князь с нами; незачем вам уходить, милый вы человек! ","- Аделаида кричала: - Все вместе, и обязательно с нами князь, не зачем тебе уйти, милый ты человек!"
74,18679,Нет среди пленных и советника Осман-паши пресловутого Али-бея. ,0.3627966861847815,То победил бы Осман-паша,Не было среди пленников и советников Османской империи пресловутой Али-Бей.
75,15140,"Брат, вероятно, будет профессором, он все равно не станет жить здесь. ",0.9562447424179285,"Брат, вероятно, будет профессором, он всё равно не станет жить здесь. ","Брат скорее всего станет профессором, здесь он всё равно не будет жить."
76,15015,— прошептал я. — Кто он? ,0.6032612110624727,— Кто он? ,"- Кто он, - прошептала я. - Кто это?"
77,8874,", нальют полблюдца молока – и все.",0.4111199977651777,"И ещё говорят, что я обжора… Дают только косточку от котлет ки, наливают полблюдца молока — и всё. ",Нальют полчашки молока - и всё.
78,10319,"Потому что в памяти моей она напечатлелась, как сладкий сон, который долго помнишь после пробуждения; потому что я вечно буду помнить тот миг, когда вы так братски открыли мне свое сердце и так великодушно приняли в дар мое, убитое, чтоб его беречь, лелеять, вылечить его... ",0.7405684294855843,"Потому что в памяти моей она осталась, как сон, который долго помнишь, потому что я вечно буду помнить тот миг, когда вы так братски открыли мне своё сердце и приняли моё, убитое, чтоб вылечить его.","Потому что она напечатлена в моей памяти, как сладкая ночь, которую вы долго помните после пробуждения; потому я буду вечно помнить тот момент, когда ты так братно открыла мне сердце, и так мило приняла в дар моего, убитого, для того, чтобы его берегли, летели, лечили..."
79,19081,"— Ого, да здесь весело! ",0.3584717478130045,Да у вас тут весело! ,"— О, да, весело здесь!"
80,2505,"Связь ее с этим кругом держалась чрез княгиню Бетси Тверскую, жену ее двоюродного брата, у которой было сто двадцать тысяч дохода и которая с самого появления Анны в свет особенно полюбила ее, ухаживала зa ней и втягивала в свой круг, смеясь над кругом графини Лидии Ивановны",0.6359229091408118,"Связь её с этим кругом держалась через княгиню Бетси Тверскую, которая с самого появления Анны в свете особенно полюбила её. ","Ее связь с кругом держала княгиня Бетси Тверская, жена её двоюродных братов, у которых сто двадцати тысяч доходов и который с самого рождения Анны особо ее любил, ухаживал за ним и втянул в круг графини Лидия Ивановна, смеясь на круг графини Лидия Ивановна."
81,12611,"Ямщику вздумалось ехать рекою, что должно было сократить нам путь тремя верстами. ",0.6798796322733397,"Ямщик решил ехать рекой, что должно было сократить нам путь. ","Ямщик решил ехать по реке, которая должна была сократить путь на три версты."
82,21670,Ей-богу! ,0.4245275100632016,Я не могу! ,"Ей, боже!"
83,21609,"- О-очень при-ятно, - заметил тот, - и очень помню даже. ",0.7480152964237087,"— О-очень при-ятно, — заметил тот, — и помню даже. ","- Очень приятно, - отметил он, - даже очень хорошо помню."
84,3369,Вернулся из Туркестана. ,0.75409454240389,Приехал из Туркестана. ,Из Туркестана вернулся.
85,5493,— Какого же цвета у него было платье?,0.4742755159775269,Какого цвета у него была одежда? ,— Какого цвета платье у него?
86,10272,"Представиться ей, подбиться в её милость, – пожалуй, сделаться её любовником, но на это требуется время – а ей восемьдесят семь лет, – она может умереть через неделю, —да через два дня!.. ",0.7452625816460626,"Представиться ей, понравиться, может быть, сделаться её любовником, но на это всё требуется время, а ей восемьдесят семь лет, она может умереть через неделю, через два дня!.. ","Представить её, полюбить её, – наверное, стать ее любовницей, но для этого требуется время, а её восемьдесят семи лет, – ей может быть уже неделю, да два дня."
87,15343,"Причины знать тебе не нужно, и я их не скажу. ",0.3410400527171606,И я ничего не скажу. ,"Вам не нужно знать причины, а я не скажу их."
88,2584,"Что я тебе приказывал, растакой с… с… Боцман подскочил к снасти, раздернул ее и сдержанно сердито воркнул: — Чего копались тут, такие-сякие, словно клопы в кипятке? ",0.6236910445962486,"Боцман подбежал к снасти, раздёрнул её и крикнул: — Что копались тут, такие-сякие, как клопы в кипятке? ","Что же я вам приказал, растакая с...с...Боцман подпрыгнул к снаряду, раздевал её и слегка сердито вздохнул: - Чего тут копались, такие, как клопы, в кипящей воде?"
89,21007,"— П-полагаю, пресловутый перстень, по-румынски inel. 20 июля Лукан его проиграл, 29-го отыграл обратно",0.5926133251489343,Кольцо по-румынски «inel». 20 июля Лукан его проиграл. 29-го вернул,"- Лукан считает, что это пресловутое перстень на румынском языке, а 29 июля отыграл его обратно"
90,521,"- обратился генерал к Гане, который тем временем вынул из своего портфеля и подал ему фотографический портрет большого формата: - ба! ",0.8628581023013402,"— обратился генерал к Гане, который вынул из своего портфеля и подал ему фотографический портрет большого формата: — Ба!","- генерал обратился к Гану, который, тем временем, вынул из портфеля свой портрет и передал ему фотографию в большом формате: - Ба!"
91,5837,"Я буду говорить откровенно, быть может, иногда несколько резко… вас покоробит от моих слов, но вы не сердитесь, друже… Вы знаете мои к вам чувства: люблю вас больше всех в уезде и уважаю… Говорю вам не ради упрека и осуждений, не для того, чтоб колоть вас. ",0.388605959081672,"Вы знаете, что я люблю и уважаю вас больше всех в этом уезде. ","Буду откровенно говорить, может быть, иногда чуть резко... тебя покорят мои слова, но ты не сердишься, дружище... Ты знаешь мои чувства к тебе: я люблю тебя больше всех на улице, уважаю... Я говорю тебе не за упреки и обиды, а за то, чтобы тебя колоть."
92,18821,Однако принятое ею письмо беспокоило её чрезвычайно. ,0.4873833824328113,"Однако письмо, которое она приняла, очень беспокоило её. ","Однако письмо, которое она принимала, сильно беспокоило."
93,70,"- Не национальное; хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все… И будьте уверены, что нация ничего не признает из того, что сделано помещиками и семинаристами, ни теперь, ни после… - Вот это хорошо! ",0.6657967062641591,"— Хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все","- Нет национального, хоть по-русски и не национального, либералов у нас нет, консерваторов нет, все... и будь уверен, что народ не признает ничего, что делают помещики и семинаристы, ни сейчас, ни до сих пор... - Ну и ладно!"
94,22991,"Так и жили — я в походах, она в столице. ",0.3159703025420367,"Жить стали так: я — на войне, она — в столице. ","Так я и жила — я ходил в походы, она столица."
95,13043,"Ведь у вас семья не бог весть как велика… Раз, два… да и обчелся… — Какие вы, все мужчины, странные! ",0.4569722906548642,"— У вас маленькая семья… — Какие вы, все мужчины, странные! ","Ведь у тебя семья не Бог знает, как велика, раз, два... а еще и обчался... - Какие вы все мужчины странны!"
96,22306,"— Вы льстите покойнику, Варвара Андреевна. ",0.4067787246703053,"— Варвара Андреевна, Лукан не был таким уж умным. ","— Ты льстишь умершему, Варваре Андреевне."
97,5342,"Привезли на рассвете в аул, посадили на улице. ",0.6462043335397717,"Привезли рано утром, посадили на улице. ","На рассвете привезли в ауру, на улице посадили."
98,7448,"— Это, брат Эразм, долгая история.",0.6640808016598009,"— Это, Эраст, долгая история. ",- Это - брат Эразм - история долгая.
99,20313,"Андрей был бы хорош, только он располнел очень, это к нему не идет. ",0.928709621902347,"Андрей был бы хорош, только он располнел очень, это к нему не идёт. ","Андрей бы был хорошим, только очень располнел, это не идет к нему."
100,14412,"Вы познакомились с Надеждой Николаевной и стали ездить к мировому чуть ли не каждый день… Бывало, когда ни придешь, вы вечно там… Прием оказывался вам самый радушный. ",0.571756381601057,Потом вы познакомились с Надеждой Николаевной и стали ездить к ним почти каждый день. ,"Вы встретили Надежду Николаевну и начали ездить на мировую почти каждый день, было, когда ты ни приедешь, ты там вечно... Приём оказался вам самым радушным."
